2025-08-05,09:30:00,3.7000,+0.0500,+1.37%
2025-08-05,10:30:00,3.7050,+0.0050,+0.14%
2025-08-05,11:30:00,3.7100,+0.0050,+0.13%
2025-08-05,13:30:00,3.7150,+0.0050,+0.13%
2025-08-05,14:30:00,3.7200,+0.0050,+0.13%
2025-08-07,09:30:00,3.7200,0.0000,0.00%
2025-08-07,10:30:00,3.7250,+0.0050,+0.13%
2025-08-07,11:30:00,3.7200,-0.0050,-0.13%
2025-08-07,13:30:00,3.7150,-0.0050,-0.13%
2025-08-07,14:30:00,3.7200,+0.0050,+0.13%
2025-08-07,20:37:49,3.7200,0.0000,0.00%2025-08-07,23:03:32,3.7200,0.0000,0.00%
2025-08-07,23:05:47,3.7200,0.0000,0.00%
