2025-08-05,09:30:00,4.2000,+0.0800,+1.94%
2025-08-05,10:30:00,4.2050,+0.0050,+0.12%
2025-08-05,11:30:00,4.2100,+0.0050,+0.12%
2025-08-05,13:30:00,4.2150,+0.0050,+0.12%
2025-08-05,14:30:00,4.2200,+0.0050,+0.12%
2025-08-07,09:30:00,4.2200,0.0000,0.00%
2025-08-07,10:30:00,4.2250,+0.0050,+0.12%
2025-08-07,11:30:00,4.2200,-0.0050,-0.12%
2025-08-07,13:30:00,4.2150,-0.0050,-0.12%
2025-08-07,14:30:00,4.2200,+0.0050,+0.12%
2025-08-07,20:37:49,4.2200,0.0000,0.00%2025-08-07,23:03:32,4.2200,0.0000,0.00%
2025-08-07,23:05:48,4.2200,0.0000,0.00%
